"id","titel","titelkort","offentlighedskode","nummer","nummerprefix","nummerpostfix","resume","afstemningskonklusion","afgørelsesresultatkode","baggrundsmateriale","opdateringsdato","begrundelse","paragrafnummer","paragraf","afgørelsesdato","afgørelse","rådsmødedato","lovnummerdato","retsinformationsurl","fremsatundersagid","typeid","kategoriid","statusid","periodeid","lovnummer","nummernumerisk","statsbudgetsag","deltundersagid"
2745,"Hvad vil ministeren gøre for at stoppe den negative udvikling i antallet af nyetablerede virksomheder, der jf. artiklen »Nystartede virksomheder rammer ti års bund« i Børsen den 6. januar 2014 satte bundrekord i 2013?","Om den negative udvikling i antallet af nyetablerede virksomheder.","O","S 739","S","","",NULL,NULL,NULL,"2017-12-05T19:44:15.857","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"739",False,NULL
2746,"Mener ministeren, at en station i Holeby vil skabe bedre vilkår for den enkelte borger og erhvervslivet på Sydlolland, når Femern Bælt-forbindelsen er etableret?","Om etablering af en station i Holeby.","O","S 740","S","","",NULL,NULL,NULL,"2017-12-05T19:44:16.623","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"740",False,NULL
2747,"Vil ministeren jf. svar på spørgsmålene S 592 og S 594 forholde sig til de bekymringer, som over 170 civilsamfundsorganisationer har givet udtryk for netop omkring ISDS-ordningen, og vil ministeren i det lys fortsat holde fast i, at ordningen ikke vil få negative politiske eller økonomiske konsekvenser og i så fald på hvilken baggrund?","Om ISDS-ordningen.","O","S 741","S","","",NULL,NULL,NULL,"2017-12-05T19:44:16.76","Der henvises til oplysningen i artiklen »Afrika Kontakt og 170 organisationer sender klart budskab til chefforhandlere« på hjemmesiden www.afrika.dk.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"741",False,NULL
2748,"Hvad er regeringens holdning til det punkt på dagsordenen for mødet i Joint Committee den 8. januar 2014, hvor repræsentanter fra transportmyndighederne i EU og USA bl.a. skal drøfte Norwegians ansøgning via et irsk driftsselskab om at flyve mellem lufthavne i Europa og USA med personale fra lande uden for EU/EØS?","Om Norwegians ansøgning om at flyve mellem lufthavne i Europa og USA.","O","S 742","S","","",NULL,NULL,NULL,"2017-12-05T19:44:16.907","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"742",False,NULL
2749,"Hvilke følger mener ministeren, at politirazziaer på gadeplan over for udenlandske kvinder i prostitution kan have for kvindernes forhold til at give oplysninger til og samarbejde med politiet, særligt i lyset af, at kvinderne ofte er potentielle ofre for menneskehandel?","Om politirazziaer over for udenlandske prostituerede.","O","S 743","S","","",NULL,NULL,NULL,"2017-12-05T19:44:17.57","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"743",False,NULL
2750,"Finder ministeren det tilfredsstillende, at identificerede ofre for menneskehandel alene har samarbejdet med dansk politi og anklagemyndighed i otte sager fra 2007 til 2012, og hvilke tiltag vil regeringen eventuelt tage for at hæve dette tal?","Om menneskehandel.","O","S 744","S","","",NULL,NULL,NULL,"2017-12-05T19:44:17.77","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"744",False,NULL
2751,"Hvad er ministerens holdning til, at Kriminalforsorgen giver udgang til notoriske indbrudstyve i juledagene, hvor mange hjem står tomme, fordi familier er samlet til juleaften og julefrokost, hvilket giver indbrudstyvene »ideelle arbejdsbetingelser« for at begå stribevis af nye indbrud, og vil ministeren tage initiativ til at sikre, at Kriminalforsorgen fremover ikke giver udgang til indsatte indbrudstyve i juledagene, og om nødvendigt ændrer love og regler, der skulle forhindre et sådant tiltag?","Om at give udgang til indsatte indbrudstyve i juledagene.","O","S 745","S","","",NULL,NULL,NULL,"2017-12-05T19:44:18.517","Kriminalforsorgen giver udgang i juledagene til dømte for indbrud. Det giver desværre mulighed for, at nogle kan fortsætte, hvor de slap, før de blev sat ind. Antallet af indbrud er stigende fra 1360 i 2012 til 1618 i 2013 i perioden fra den 20. til den 26. december 2013. Kriminalforsorgen forklarer det med, at det kun er nyligt dømte, der kan forhindres i at komme på udgang.  
Det burde være sådan, at dømte for indbrudstyveri ikke kan få udgang i juledagene, og i hvert fald ikke personer, der notorisk (gentagne gange) er dømt for indbrudstyveri. Skulle eksisterende love og regler være imod et sådant princip, opfordres ministeren til at ændre disse, så udgang til notoriske indbrudstyve kan forhindres i juledagene.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"745",False,NULL
2753,"Mener ministeren, at det er betryggende for tilliden til regeringen, at ministeren i programmet 1240K på TV 2 News den 22. november 2013 påstod, at »Fair Løsning« var »fuldt finansieret«, når »Fair Løsning« ifølge finansministeren er katastrofalt underfinansieret?","Om »Fair Løsning« er fuldt finansieret.","O","S 748","S","","",NULL,NULL,NULL,"2017-12-05T19:44:22.707","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"748",False,NULL
2754,"Finder ministeren ikke grund til at være bekymret for ISDS-ordningens politiske og økonomiske konsekvenser for Danmark set i lyset af rapporten »A Transatlantic Corporate Bill of Rights« (s. 8) påpegning af, at den såkaldte »right to regulate«-klausul ikke vil være et værn mod søgsmål fra investorer (jf. svarene på spørgsmål nr. S 592 og S 594)?","Om rapporten »A Transatlantic Corporate Bill of Rights«.","O","S 746","S","","",NULL,NULL,NULL,"2017-12-05T19:44:18.67","Der henvises til rapporten »A Transatlantic Corporate Bill of Rights« på TNI’s hjemmeside.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"746",False,NULL
2755,"Mener ministeren, at den vurdering af »Fair Løsning«, som blev foretaget af VK-regeringen, og som finansministeren har henvist til, er retvisende, og vil ministeren i modsat fald bede finansministeren foretage en ny vurdering?","Om vurdering af »Fair Løsning«.","O","S 750","S","","",NULL,NULL,NULL,"2017-12-05T19:44:22.993","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"750",False,NULL
2756,"Fortryder ministeren, at han beskyldte fhv. finansminister Claus Hjort Frederiksen for at være for opfindsom i vurderingen af Socialdemokraternes og SF's katastrofalt underfinansierede økonomiske plan »Fair Løsning« i programmet 1240K på TV 2 News den 22. november 2013?","Om den økonomiske plan »Fair Løsning«.","O","S 749","S","","",NULL,NULL,NULL,"2017-12-05T19:44:22.843","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"749",False,NULL
2757,"Er det ministerens holdning, at »Fair Løsning« fuldt implementeret ville have gavnet væksten i Danmark?","Om implementering af »Fair Løsning«.","O","S 751","S","","",NULL,NULL,NULL,"2017-12-05T19:44:23.127","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"751",False,NULL
2758,"Vil ministeren tage initiativ til at indføre et loft over antallet af interne møder i det offentlige, eventuelt som en forsøgsordning på ministerens eget område, som han foreslog i et interview med Altinget.dk den 26. januar 2011, og som man må formode var et element i den katastrofalt underfinansierede socialdemokratiske plan for Danmarks økonomi, »Fair Løsning«?","Om loft over antallet af interne møder i det offentlige.","O","S 752","S","","",NULL,NULL,NULL,"2017-12-05T19:44:23.3","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"752",False,NULL
2759,"Hvilke overvejelser gør ministeren sig i forhold til at gøre noget ved de urimelige stigninger, som landets realkreditinstitutter har overvæltet på deres kunder i form af stærkt forhøjede bidragssatser og kursskæring på ejendomslån?","Om forhøjede bidragssatser og kursskæring på ejendomslån.","O","S 754","S","","",NULL,NULL,NULL,"2017-12-05T19:44:23.627","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"754",False,NULL
2760,"Hvad agter ministeren at gøre for de borgere, der har oplevet store personlige og materielle konsekvenser af stormfloden i december 2013?","Om personlige og materielle konsekvenser af stormfloden.","O","S 757","S","","",NULL,NULL,NULL,"2017-12-05T19:44:24.05","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"757",False,NULL
2761,"Hvilke overvejelser gør ministeren sig, set i forhold til at rigtig mange pensionister med store friværdier i deres ejendomme tilsyneladende nægtes lån i deres friværdi og dermed kun har dyre forbrugslån i bankerne som eneste alternativ?
","Om pensionister, der nægtes lån.","O","S 755","S","","",NULL,NULL,NULL,"2017-12-05T19:44:23.757","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,4,32,NULL,"755",False,NULL
2762,"Hvad er ministerens holdning til, at utilpassede unge indvandrerdrenge flere steder i landet, bl.a. omkring Motalavej i Korsør, driver gæk med politiet og lovlydige borgere, og hvilke initiativer vil ministeren tage for at dæmme op for problemerne?","Om at utilpassede unge indvandrerdrenge flere steder i landet driver gæk med politiet og lovlydige borgere.","O","S 758","S","","",NULL,NULL,NULL,"2017-12-05T19:44:24.177","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"758",False,NULL
2763,"Vil ministeren under henvisning til svar på spørgsmål nr. S 3849 den 13. september 2012 samt svar på spørgsmål nr. S 2316 den 13. september 2013 redegøre for, hvilke overvejelser ministeren og ministeriet har gjort sig i forbindelse med indførelse af synlige identifikationsnumre på polititjenestemænds uniformer, samt hvilken konklusion ministeren er nået frem til?","Om synlige identifikationsnumre på polititjenestemænds uniformer.","O","S 756","S","","",NULL,NULL,NULL,"2017-12-05T19:44:23.89","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"756",False,NULL
2764,"Hvad er ministerens holdning til, at antallet af lommetyverier i 2013 steg for fjerde år i træk, og vurderer ministeren, at grænsekontrol kan være med til at reducere omfanget af omrejsende kriminelle tyvebander, der søger mod Danmark for at stjæle?","Om antallet af lommetyverier.","O","S 759","S","","",NULL,NULL,NULL,"2017-12-05T19:44:24.32","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,13,32,NULL,"759",False,NULL
2765,"Er ministeren enig i, at de danske lystbådehavne ofte genererer erhvervsaktivitet og et turistmæssig attraktivt miljø, hvis positive effekter rækker langt ud over de rent sejladsmæssige forhold, og at fritidssejlads udgør et vigtigt element i bevarelsen af Det Blå Danmark og Danmark som et land, hvor den maritime industri har en bred og vigtig, folkelig forankring?","Om lystbådehavne.","O","S 760","S","","",NULL,NULL,NULL,"2017-12-05T19:44:24.46","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"760",False,NULL
2766,"Hvad er ministerens holdning til episoderne omkring Motalavej i Korsør, hvor utilpassede unge gennem længere tid har chikaneret borgerne, herunder brugerne af et værested for psykisk syge, hvorfor værestedet er blevet lukket?","Om utilpassede unge, der generer borgere og psykisk syge på Motalavej i Korsør.","O","S 762","S","","",NULL,NULL,NULL,"2017-12-05T19:44:25.243","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"762",False,NULL
2767,"Er ministeren enig i, at der er behov for at hjælpe en lang række danske lystbådehavne som følge af stormen Bodils hærgen, idet lystbådehavnene for få år siden er blevet undtaget stormflodsordningen, idet havnene typisk ikke har mulighed for selv at forsikre sig mod sådanne skader, og idet skaderne fra Bodil har antaget et uventet stort omfang, der truer mange havne på deres eksistens, henset til daværende erhvervsministers udsagn i svaret på spørgsmål 1, ERU alm. del af 4. oktober 2012, hvor ministeren oplyste at ville »følge udviklingen på dette område, herunder virkningerne af den nye negativliste, og på baggrund af de indhøstede erfaringer overveje, om der måtte være behov for at justere reglerne«?","Om stormen Bodils hærgen i lystbådehavne.","O","S 761","S","","",NULL,NULL,NULL,"2017-12-05T19:44:24.627","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"761",False,NULL
2769,"Hvad vil ministeren gøre for at forhindre, at grupper af utilpassede unge hærger områder, som det f.eks. er sket på Motalavej i Korsør, og chikanerer borgerne i et omfang, så de tvinges til at flytte og offentlige institutioner og forretninger lukkes?","Om utilpassede unge, der generer borgere og institutioner.","O","S 763","S","","",NULL,NULL,NULL,"2017-12-05T19:44:25.43","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"763",False,NULL
2770,"Mener ministeren, at udvidelsen af ghettokriterierne, jf. lovforslag nr. L 45, der blev vedtaget den 19. december 2013, giver bedre mulighed for at identificere boligområder med problemer af en karakter som set i f.eks. Motalavej i Korsør i de seneste uger?","Om udvidelsen af ghettokriterierne","O","S 764","S","","",NULL,NULL,NULL,"2017-12-05T19:44:25.577","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,4,32,NULL,"764",False,NULL
2771,"Hvilket af de fem nugældende ghettokriterier mener ministeren ville være bedst i forhold til at identificere f.eks. de problemer, der er i et boligområde såsom Motalavej i Korsør?","Om ghettoproblemer i et boligområde.","O","S 765","S","","",NULL,NULL,NULL,"2017-12-05T19:44:25.723","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,4,32,NULL,"765",False,NULL
2772,"Er ministeren enig med statsministeren i, at »Fair Løsning« duer, som statsministeren udtalte ved sin tiltræden, eller med finansministeren, der mener, at »Fair Løsning« er katastrofalt underfinansieret, og er det på grund af loyalitetshensyn over for statsministeren, at ministeren vælger at gengive statsministerens holdning i programmet 1240K på TV 2 News den 22. november 2013 ved at påstå, at »Fair Løsning« var »fuldt finansieret«?","Om »Fair Løsning« er fuldt finansieret.","O","S 747","S","","",NULL,NULL,NULL,"2017-12-05T19:44:19.007","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"747",False,NULL
2775,"Hvad er ministerens holdning til, at Politiets Efterretningstjeneste (PET) stadig nægter forskere fuld adgang til arkivoplysninger om Danmark under den kolde krig og – i det omfang forskerne får adgang – i mange tilfælde nægter at give forskerne tilladelse til at publicere den fremkomne viden, og mener ministeren ikke, at man i 2014 – 25-året for Murens fald – bør give forskerne tilladelser til fuld og uhindret adgang, medmindre ministeren i helt særlige og konkrete tilfælde nægter adgang, hvis hensynet til Danmarks sikkerhed fortsat betinger dette?","Om adgang til arkivoplysninger om Danmark under den kolde krig.","O","S 766","S","","",NULL,NULL,NULL,"2017-12-05T19:44:26.297","Der henvises til artikler fra bt.dk: »PET-chef tavs om overvågede politikere: Skjuler sandheden om aflytninger«, og »Margrethe Auken blev aflyttet af PET: Jeg har aldrig hørt et ord« fra den 25. november 2013, samt »PET vil holde oplysninger hemmelige: Sandheden om KGB's danske venner skjules« fra den 24. december 2013.
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"766",False,NULL
2776,"Hvad er ministerens holdning til, at der i mere end to år angiveligt har fundet åbenlys hashhandel sted på en villavej i Vejle, uden at myndighederne har grebet ind, så det er blevet stoppet, og hvilke initiativer påtænker ministeren at tage for at få standset dette, herunder at afsætte de nødvendige ressourcer til politiet?","Om hashhandel på en villavej i Vejle.","O","S 753","S","","",NULL,NULL,NULL,"2017-12-05T19:44:23.457","Ifølge artiklen »Hashhandel på villavej skal stoppes« i Vejle Amts Folkeblad den 4. januar 2014 har der fundet åbenlys hashhandel sted på Ny Grejsdalsvej i Vejle i mere end to og et halvt år. Og ifølge artiklen har beboerne forsøgt at få politiet til at gøre noget ved denne handel. Men politiet har formentlig på grund af ressourcemangel ikke fået stoppet pusherne i villakvarteret, og ifølge en beboer sendte politiet ikke engang en patrulje af sted, efter hun havde foretaget en anmeldelse. 

Spørgeren finder, at det, der angiveligt foregår på den omtalte villavej, er helt uacceptabelt. Hashhandel skal stoppes hurtigst muligt, og politiet skal rykke ud, når man modtager anmeldelse om noget sådant. Hvis det viser sig, at det er fordi, der mangler ressourcer til at løfte denne opgave, så bør dette indgå i ministerens overvejelser.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"753",False,NULL
2781,"Hvad agter ministeren at foretage sig, så kostskoler m.m. fortsat har mulighed for at bortvise elever, der har indtaget ulovlige stoffer, og som ikke er synligt påvirkede?","Om at bortvise elever, der har indtaget ulovlige stoffer.","O","S 726","S","","",NULL,NULL,NULL,"2017-12-05T19:43:50.82","Der henvises til Folketingets Ombudsmands udtalelse nr. 24 fra 2013 »HF-elev bortvist fra uddannelsesforløb og tilhørende kostafdeling som følge af adfærd i fritiden«. Udtalelsen er tilgængelig på www.ombudsmanden.dk.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"726",False,NULL
2785,"Er ministeren villig til at følge opfordringen fra direktøren for Danske Patienter, Morten Freil, som udtrykt i artiklen »Danske Patienter: Det har vi ventet på længe« den 13. januar 2014 i Århus Stiftstidende og udarbejde en ensartet løsning for fremlæggelse og sammenligning af sygehusdata?","Om løsning for fremlæggelse og sammenligning af sygehusdata.","O","S 767","S","","",NULL,NULL,NULL,"2017-12-05T19:44:31.523","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"767",False,NULL
2787,"Hvad mener ministeren om, at regeringen ikke lever op til sit løfte om hurtig undersøgelse og diagnose inden for 30 dage, hvor det fagligt er muligt, på trods af at udredningsretten blev indført den 1. september sidste år?","Om at regeringen ikke lever op til sit løfte om hurtig undersøgelse og diagnose inden for 30 dage.","O","S 1723","S","","",NULL,NULL,NULL,"2017-12-05T19:44:33.6","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"1723",False,NULL
2788,"Vil ministeren præcisere sin udtalelse i TV NEWS i fredags den 10. januar 2014, hvor hun fremhævede spørgeren som én af de ministre under den tidligere regering, der gjorde sig skyldig i »sager« vedrørende kritisabel embedsførelse, der kan sammenlignes med de aktuelle ministersager, der har ført til afgang eller kraftig kritik?","Om kritisabel embedsførelse.","O","S 768","S","","",NULL,NULL,NULL,"2017-12-05T19:44:33.133","Ministeren fremkom i debatprogrammet med en særdeles grov anklage. Når spørgeren tænker tilbage på sine 20 års ministerperiode, kan han ikke umiddelbart komme i tanke om noget, der kan sammenlignes med de aktuelle »sager« vedrørende kritisabel embedsførelse. Ministeren skylder spørgeren en forklaring – eller en undskyldning.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"768",False,NULL
2789,"Hvad er det for et regnestykke, der får ministeren til i TV NEWS i fredags at påstå, at et udgiftsstop med fuld pris- og lønregulering nødvendigvis fører til et fald i beskæftigelsen på 33.000 personer?","Om udgiftsstop med fuld pris- og lønregulering.","O","S 769","S","","",NULL,NULL,NULL,"2017-12-05T19:44:33.297","Der flyver mange tal gennem luften, og det er svært at spå om fremtiden. Men ministerens skråsikre påstand om, at et udgiftsstop vil føre til et fald i beskæftigelsen på lige præcis 33.000 kalder på en nærmere forklaring. Når der reguleres fuldt ud for stigende priser og lønninger, kan man så ikke have det samme antal ansatte for de uændrede bevillinger, og hvis der sker øget udbud af opgaver, skal de private job, som derved skabes, så ikke medregnes?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"769",False,NULL
2790,"Vil ministeren forholde sig til henvendelsen af 2. juli 2014 fra Trine Alette Panton fra den socialøkonomiske virksomhed »Place de Bleu«, som også er tilgået Folketingets Beskæftigelsesudvalg den 3. juli 2014, og tilkendegive, om ministeren er enig i, at reglen om gensidig forsørgerpligt har de af Trine Alette Panton beskrevne negative konsekvenser med hensyn til:
at påtvinge en borger fuld kontanthjælp, når han kan og hellere vil tjene sine egne penge, at stresse familien i en sådan grad, at ægtefællen bliver syg med stress og derved kommer længere væk fra arbejdsmarkedet efter en ellers positiv udvikling, at presse ægtefællerne til at overveje separation for at sikre sig et eksistensgrundlag, at kvæle initiativ og entreprenørskab og at påføre kommunen en langt større regning, når den skal reparere følgevirkningerne, som kan bestå i øgede udgifter til kontanthjælp, aktivering, behandling m.m., og vil ministeren  – såfremt ministeren er enig i, at reglen om gensidig forsørgerpligt har de beskrevne negative konsekvenser, bedes ministeren tilkendegive, hvad ministeren i givet fald vil gøre for at undgå disse?
","Om den socialøkonomiske virksomhed »Pkace de Bleu«.","O","S 1673","S","","",NULL,NULL,NULL,"2017-12-05T19:44:33.737","Ingen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"1673",False,NULL
2792,"Om europapolitiske forhandlinger.","Om europapolitiske forhandlinger.","O","US 36","US","","",NULL,NULL,NULL,"2017-12-05T19:44:39.13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,7,20,32,NULL,"36",False,NULL
2793,"Giver artiklen »Bombe i kystkrig« bragt i Nordjyske Stiftstidende den 13. januar 2014 samt de deri beskrevne resultater og erfaringer med Ecobeach-systemet anledning til, at ministeren vil overveje rør som kystsikring af vestkysten? ","Om kystsikring af vestkysten.","O","S 771","S","","",NULL,NULL,NULL,"2017-12-05T19:44:34.3","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"771",False,NULL
2794,"Hvad er ministerens holdning til det hollandske entreprenørfirma Royal BAM Groups tilbud om at sikre 110 km af den jyske vestkyst med drænrør som beskrevet i artiklen »Bombe i kystkrig« bragt i Nordjyske Stiftstidende den 13. januar 2014?","Om at sikre 110 km af den jyske vestkyst med drænrør.","O","S 770","S","","",NULL,NULL,NULL,"2017-12-05T19:44:34.117","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"770",False,NULL
2795,"Om europapolitiske forhandlinger.","Om europapolitiske forhandlinger.","O","US 37","US","","",NULL,NULL,NULL,"2017-12-05T19:44:39.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,7,20,32,NULL,"37",False,NULL
2796,"Om danske velfærdsydelser til EU-borgere.","Om danske velfærdsydelser til EU-borgere.","O","US 38","US","","",NULL,NULL,NULL,"2017-12-05T19:44:39.557",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,7,20,32,NULL,"38",False,NULL
2797,"Om nyttejob til kontanthjælpsmodtagere.","Om nyttejob til kontanthjælpsmodtagere.","O","US 39","US","","",NULL,NULL,NULL,"2017-12-05T19:44:40.993",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,7,20,32,NULL,"39",False,NULL
2798,"Om nulvækst og beskæftigelse.","Om nulvækst og beskæftigelse.","O","US 40","US","","",NULL,NULL,NULL,"2017-12-05T19:44:43.11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,7,20,32,NULL,"40",False,NULL
2799,"Om en europapolitisk aftale.","Om en europapolitisk aftale.","O","US 41","US","","",NULL,NULL,NULL,"2017-12-05T19:44:43.287",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,7,20,32,NULL,"41",False,NULL
2800,"Mener ministeren, at det er fair, at det offentlige på den ene side stiller krav til borgere og virksomheder om at skulle kunne kommunikere digitalt med det offentlige, når det offentlige ikke selv giver mulighed for digital kommunikation, som det er tilfældet med den manglende mulighed for digital aftaleindgåelse om NemID medarbejdersignatur for andre virksomheder end personligt ejede?","Om digital kommunikation.","O","S 727","S","","",NULL,NULL,NULL,"2017-12-05T19:44:13.533","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"727",False,NULL
2801,"Vil ministeren på den forestående regeringskonference i Tønder den 4. og 5. februar 2014 tage initiativ til, at arbejdet med en fælles forvaltningsplan for gæs i Vadehavsområdet påbegyndes efter rapportens anbefalinger?","Om en fælles forvaltningsplan for gæs i Vadehavsområdet.","O","S 772","S","","",NULL,NULL,NULL,"2017-12-05T19:44:43.823","Op til regeringskonferencen i det trilaterale samarbejde omkring Vadehavet på Sild i 2010, blev der udarbejdet en »gåserapport«, med anbefalinger til udarbejdelse af en fælles gåseforvaltningsplan for Vadehavsområdet. Anbefalingerne blev ikke fulgt, i stedet opfordrede regeringerne til, at der blev lavet en mere detaljeret plan til den forestående regeringskonference i Tønder den 4. og 5. februar 2014. Gåserapportens anbefalinger til en detaljeret plan, har til formål at igangsætte en indsats, der kan tage hånd om de stadig stigende problemer, der er med gæs i Vadehavsområdet.    
I udkast til Tønder Dekelerationen punkt 67-69 noterer man sig anbefalingerne, og man opfordrer myndighederne til, hvor det er hensigtsmæssigt, at følge anbefalingerne.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"772",False,NULL
2802,"Hvis der ikke igangsættes et arbejde med en fælles forvaltningsplan for gæs i Vadehavsområdet, eller opnås enighed om anbefalingerne i »gåserapporten«, der blev udarbejdet op til regeringskonferencen i det trilaterale samarbejde omkring Vadehavet på Sild i 2010, hvordan vil ministeren så sikre, at de stadig stigende problemer med gæs i Vadehavsområdet løses?","Om en fælles forvaltningsplan for gæs i Vadehavsområdet.","O","S 773","S","","",NULL,NULL,NULL,"2017-12-05T19:44:48.923","Op til regeringskonferencen i det trilaterale samarbejde omkring Vadehavet på Sild i 2010, blev der udarbejdet en »gåserapport«, med anbefalinger til udarbejdelse af en fælles gåseforvaltningsplan for Vadehavsområdet. Anbefalingerne blev ikke fulgt, i stedet opfordrede regeringerne til, at der blev lavet en mere detaljeret plan til den forestående regeringskonference i Tønder den 4. og 5. februar 2014. Gåserapportens anbefalinger til en detaljeret plan, har til formål at igangsætte en indsats, der kan tage hånd om de stadig stigende problemer, der er med gæs i Vadehavsområdet.    
I udkast til Tønder Dekelerationen punkt 67-69 noterer man sig anbefalingerne, og man opfordrer myndighederne til, hvor det er hensigtsmæssigt, at følge anbefalingerne.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"773",False,NULL
2803,"Vil ministeren, såfremt det ikke er muligt at opnå enighed på den forestående regeringskonference i Tønder den 4. og 5. februar 2014 arbejde for, at Danmark påbegynder arbejdet med en fælles forvaltningsplan for gæs i Vadehavsområdet, ligesom Holland der er påbegyndt planlægningen?","Om en fælles forvaltningsplan for gæs i Vadehavsområdet.","O","S 774","S","","",NULL,NULL,NULL,"2017-12-05T19:44:49.13","Op til regeringskonferencen i det trilaterale samarbejde omkring Vadehavet på Sild i 2010, blev der udarbejdet en »gåserapport«, med anbefalinger til udarbejdelse af en fælles gåseforvaltningsplan for Vadehavsområdet. Anbefalingerne blev ikke fulgt, i stedet opfordrede regeringerne til, at der blev lavet en mere detaljeret plan til den forestående regeringskonference i Tønder den 4. og 5. februar 2014. Gåserapportens anbefalinger til en detaljeret plan, har til formål at igangsætte en indsats, der kan tage hånd om de stadig stigende problemer, der er med gæs i Vadehavsområdet.    
I udkast til Tønder Dekelerationen punkt 67-69 noterer man sig anbefalingerne, og man opfordrer myndighederne til, hvor det er hensigtsmæssigt, at følge anbefalingerne.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"774",False,NULL
2804,"Om unge på kontanthjælp og ungeydelse.","Om unge på kontanthjælp og ungeydelse.","O","US 42","US","","",NULL,NULL,NULL,"2017-12-05T19:44:43.593",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,7,20,32,NULL,"42",False,NULL
